story_id,epic,title,user_role,description,priority,story_points,dependencies,acceptance_criteria_1,acceptance_criteria_2,acceptance_criteria_3,technical_tasks,definition_of_done
"US-4011","Application & Presentation Layer Implementation","Define API Data Contracts (DTOs)","Game Client Developer","As a Game Client Developer, I want well-defined Data Transfer Objects (DTOs) for all API responses so that the data contract between the client and server is stable, predictable, and free of internal server-side details.","Must Have",3,"","Given the `LevelDetailDto` is defined, When I inspect its type definition, Then it contains fields like `id`, `levelNumber`, and `gridSize`, but excludes internal fields like `__v`.","Given the `ZoneSummaryDto` is defined, When I inspect its type definition, Then it only contains a subset of fields from the full Zone model, such as `id`, `name`, and `unlockCondition`.","Given all DTOs are defined in the `src/application/dtos/` directory, When a developer needs to understand the API's output, Then they can find all relevant data structures in one place.","Create TypeScript interfaces or classes for all DTOs specified in the SDS in the `src/application/dtos/` directory. This includes ZoneSummaryDto, LevelSummaryDto, LevelDetailDto, ContentCatalogDto, etc. DTOs should only expose fields intended for the client, hiding internal data like database-specific fields.","Code implemented and peer-reviewed. All acceptance criteria met. Unit and/or integration tests written and passing with sufficient coverage. Code merged into the main branch."
"US-4012","Application & Presentation Layer Implementation","Implement Business Logic in Application Services","Developer","As a Developer, I want to encapsulate business logic within Application Services so that use cases are clearly separated from API and data access concerns, leading to a more organized and testable codebase.","Must Have",8,"US-3012,US-4011","Given the `LevelService` and a mocked `ILevelRepository`, When the `getLevelById` method is called, Then it calls the repository's `findById` method and correctly maps the returned domain model to a `LevelDetailDto`.","Given the `ContentCatalogService`, When its `getFullCatalog` method is called, Then it calls the repositories for Glyphs, Obstacles, and PuzzleTypes and aggregates the results into a single `ContentCatalogDto`.","Given any service is instantiated, When it's created, Then it receives its repository dependencies through its constructor, enabling dependency injection.","Create service classes for LevelService, ZoneService, ContentCatalogService, and ProceduralInstanceService in `src/application/services/`. These services will contain the core business logic, using repositories to fetch data and mapping it to DTOs. Services will receive repository interfaces via their constructor for dependency injection.","Code implemented and peer-reviewed. All acceptance criteria met. Unit and/or integration tests written and passing with sufficient coverage. Code merged into the main branch."
"US-4021","Application & Presentation Layer Implementation","Expose Game Content Business Logic via API Controllers","Game Client Developer","As a Game Client Developer, I want stable and predictable API controllers for game resources (Levels, Zones, etc.) so that I can easily fetch the necessary data to render the game world and puzzles.","Must Have",8,"US-4012","Given a request is made to an endpoint managed by a resource controller, When the corresponding service returns data successfully, Then the controller responds with a 2xx status code and a JSON body containing the correct DTO.","Given a request is made with invalid parameters (e.g., malformed ID), When the request is processed, Then the controller returns a 4xx client error status code with a helpful error message.","Given the underlying service throws an unexpected error, When the controller processes the request, Then the error is passed to the global error handling middleware and a 500 server error response is returned.","Create controller classes in `src/api/controllers/` for each main resource (Levels, Zones, etc.). Controllers will handle HTTP request/response, call the appropriate application service, and manage error handling. Controllers receive services via constructor injection. Methods must be async and use try-catch blocks, passing errors to the 'next' function.","Code implemented and peer-reviewed. All acceptance criteria met. Unit and/or integration tests written and passing with sufficient coverage. Code merged into the main branch."
"US-4022","Application & Presentation Layer Implementation","Define API Request Routing","Game Client Developer","As a Game Client Developer, I want a versioned and logically structured set of API routes so that I can access different game content resources through intuitive and consistent URLs (e.g., `/api/v1/zones/:id`).","Must Have",5,"US-4021","Given a GET request to `/api/v1/levels/:id`, When the request is received by the server, Then it is correctly routed to the `getById` method on the `LevelController`.","Given a POST request to `/api/v1/procedural-instances`, When the request is received by the server, Then it is correctly routed to the `create` method on the `ProceduralInstanceController`.","Given a request to a non-existent route like `/api/v1/foo`, When the request is received, Then the server responds with a 404 Not Found status.","Create Express router files in `src/api/routes/` for each resource. These files will map URL paths and HTTP methods to the corresponding controller methods. A main router will aggregate all resource routers under the `/api/v1` prefix. Routes must match the API specification exactly.","Code implemented and peer-reviewed. All acceptance criteria met. Unit and/or integration tests written and passing with sufficient coverage. Code merged into the main branch."
"US-5011","Testing & Quality Assurance","Establish a Robust Testing Environment","Developer","As a Developer, I want a fully configured Jest testing environment so that I can write and run unit and integration tests for the TypeScript codebase efficiently.","Should Have",3,"US-1011","Given the project is set up, When I run the `npm test` command, Then Jest executes all files ending in `.test.ts` within the `src` directory.","Given an integration test suite needs a database, When the tests start, Then a `mongodb-memory-server` instance is automatically started before the tests run and stopped after they complete.","Given a Jest configuration file (`jest.config.js`) exists, When tests are run, Then TypeScript code is correctly transpiled on-the-fly using `ts-jest`.","Configure Jest for TypeScript using 'ts-jest'. Set up a test script in package.json and configure 'mongodb-memory-server' for integration tests. Jest should be able to transpile and run TypeScript test files. A setup file for handling the in-memory database connection is created.","Code implemented and peer-reviewed. All acceptance criteria met. Unit and/or integration tests written and passing with sufficient coverage. Code merged into the main branch."
"US-5012","Testing & Quality Assurance","Ensure Business Logic Correctness with Unit Tests","Developer","As a Developer, I want to write unit tests for all application services so that I can verify the correctness of business logic in isolation and prevent regressions.","Should Have",13,"US-4012","Given a `LevelService` unit test, When the service's `getLevelById` method is called, Then I can assert that the mocked repository's `findById` method was called with the correct ID.","Given an application service unit test, When the mocked repository returns data, Then I can assert that the service correctly transforms the domain model into the expected DTO structure.","Given an application service unit test, When the mocked repository throws an error, Then I can assert that the service correctly catches and re-throws or handles the error as expected.","For each application service, write unit tests. Mock the repository dependencies to isolate the service's business logic. Jest's mocking framework should be used to provide mock implementations of repositories.","Code implemented and peer-reviewed. All acceptance criteria met. Unit and/or integration tests written and passing with sufficient coverage. Code merged into the main branch."
"US-5013","Testing & Quality Assurance","Verify API Behavior with Integration Tests","QA Engineer","As a QA Engineer, I want to write integration tests for all API endpoints so that I can verify the complete request-response cycle, including database interactions, ensuring the API behaves as specified.","Should Have",13,"US-4022,US-5011","Given the API is running with an in-memory database, When I send a GET request to `/api/v1/zones` using `supertest`, Then I receive a 200 OK status and a response body that is an array of ZoneSummaryDto objects.","Given the integration test setup, When I create a record in the database and then send a GET request to retrieve it by its ID (e.g., `/api/v1/levels/:id`), Then the response body contains the data for the record I just created.","Given the API is running, When I send a request with an invalid body to a POST endpoint, Then I receive a 400 Bad Request status code and a JSON error message.","Use 'supertest' to write integration tests for the API endpoints. These tests will make actual HTTP requests to the running application (connected to an in-memory DB) and assert the responses. Tests must manage test data setup and teardown in the in-memory database for each test suite.","Code implemented and peer-reviewed. All acceptance criteria met. Unit and/or integration tests written and passing with sufficient coverage. Code merged into the main branch."
"US-6011","Deployment & Documentation","Containerize the Application for Deployment","DevOps Engineer","As a DevOps Engineer, I want a Dockerfile for the service so that I can build a portable, self-contained image for consistent deployment across different environments.","Should Have",5,"US-1012","Given the Dockerfile is in the project root, When I run `docker build .`, Then it successfully creates a Docker image without errors.","Given the Docker image has been built, When I run the image as a container, Then the Node.js application starts up, connects to the database (via environment variables), and listens on the exposed port.","Given the Dockerfile uses a multi-stage build, When I inspect the final image, Then it does not contain build-time dependencies like TypeScript or `devDependencies`, resulting in a smaller image size.","Write a multi-stage Dockerfile to build and run the application. The build stage will transpile the TypeScript, and the final stage will copy the build artifacts and run the Node.js server. Should use an official Node.js image. Must correctly handle 'node_modules' caching and use a non-root user for security.","Code implemented and peer-reviewed. All acceptance criteria met. Unit and/or integration tests written and passing with sufficient coverage. Code merged into the main branch."
"US-6012","Deployment & Documentation","Automate Quality Checks with a CI Pipeline","Developer","As a Developer, I want a Continuous Integration (CI) pipeline so that code quality checks, tests, and builds are run automatically on every push, providing fast feedback and preventing broken code from being merged.","Should Have",5,"US-5011,US-6011","Given a CI pipeline configuration exists (e.g., GitHub Actions), When I push code to a branch, Then the pipeline is automatically triggered.","Given the CI pipeline is running, When the linting or testing step fails, Then the entire pipeline run fails and reports the error.","Given all steps in the CI pipeline succeed, When the pipeline completes, Then a Docker image is successfully built and a success status is reported.","Create a CI pipeline that triggers on pushes to the main branch. The pipeline should install dependencies, run linter/formatter checks, execute the test suite, and build the Docker image. The pipeline should fail if any step (lint, test, build) fails.","Code implemented and peer-reviewed. All acceptance criteria met. Unit and/or integration tests written and passing with sufficient coverage. Code merged into the main branch."
"US-6013","Deployment & Documentation","Provide Live, Interactive API Documentation","Game Client Developer","As a Game Client Developer, I want browsable, interactive API documentation (like Swagger/OpenAPI) so that I can easily understand and test the available endpoints without needing to read the backend source code.","Should Have",5,"US-4022","Given the application is running, When I navigate to the `/api-docs` endpoint in a browser, Then a Swagger UI interface is displayed.","Given the API documentation is open, When I view the details for the `GET /api/v1/zones` endpoint, Then it accurately displays the path, parameters, and the structure of the `ZoneSummaryDto` response.","Given the interactive documentation, When I use the ""Try it out"" feature for an endpoint, Then I can execute a live API request against the running service and see the response.","Implement a tool or use annotations (e.g., with a library like 'swagger-jsdoc' and 'swagger-ui-express') to generate live API documentation from the code and comments. The documentation should be served from a dedicated endpoint like '/api-docs'.","Code implemented and peer-reviewed. All acceptance criteria met. Unit and/or integration tests written and passing with sufficient coverage. Code merged into the main branch."
